jobCategories_id,jobCategories,techStacks,responsibility,qualifications,preferredRequirements
9,devops/시스템 엔지니어,"['Terraform', 'Linux', 'Ansible', 'Python', 'Windows']","• 클라우드 환경에서 사용하기 위한 오픈소스 및 미들웨어 R&D
• 클라우드 환경에서 효율적으로 사용하기 위한 오픈소스 및 미들웨어 설계
• 오픈소스 및 미들웨어 성능 튜닝 
• 오픈소스 자동화 패키징 및 Container / VM Image 화
• 오픈소스 특성에 맞는 OS 환경 최적화 ","• 클라우드 아키텍처에 대한 이해도가 있으신 분 
• IaC에 대한 이해도가 있으신 분 
• 오픈소스 및 미들웨어에 대한 이해도가 있으신 분 
• 팀원 및 타 부서 간 커뮤니케이션이 원활하신 분 ","• 클라우드 환경에서 미들웨어 및 오픈소스 구축 및 운영, 트러블 슈팅 경험 
• 오픈소스 및 미들웨어 설계 경험 
• 오픈소스 모니터링 솔루션 구축 및 운영 경험 
• 오픈소스 및 미들웨어 취약점 조치 경험 
• 상용 미들웨어 구축 및 운영 경험 "
5,게임 클라이언트 개발자,"['C++', 'C']","• EA 스튜디오의 자체 엔진(Frostbite)을 활용한 코어 게임 플레이 개발
• AI, Player Control, Animation Solution, 물리 등 코어 게임 플레이에 연관된 모든 영역을 담당
• 게임 플레이 개발 툴 기능 추가 및 유지 보수
• 게임 플레이의 성능 최적화
• 라이브 환경에서 발생하는 게임 플레이 문제를 분석하고 해결","• 관련 분야 개발 경력 5년 이상
• C/C++, STL의 능숙한 개발자
• 다양한 컨텐츠 개발 경험
• 협업에 어려움이 없고 팀 개발 프로세스에 익숙하신 개발자
• 영어로 Reading/Writing에 어려움이 없으신 분

[제출 서류]
• 국문 이력서 및 경력기술서","• 게임 클라이언트 엔진 개발 경험
• Framework, Game Logic, System등의 specialist
• C++외의 활용 가능한 프로그래밍 언어
• 컴퓨터 공학전공자"
21,기술지원,"['JavaScript', 'Linux', 'Kubernetes', 'Java', 'Network']","• 자사 클라우드 솔루션 구축/운영/마이그레이션/모니터링/컨설팅
• 유지보수 및 기술지원 (+고객응대, 모니터링, 장애조치, 이슈관리 등)","• 팀원분들과 효율적으로 커뮤니케이션 가능한 분
• 파견 및 출장 업무 수행 가능한 분
• 클라우드 및 OSS(Open Source Software) 기술에 관심이 많고 배우려는 의지가 강하신 분
• IaaS, PaaS 등 클라우드 컴퓨팅 서비스와 VPC, VPN, DirectConnect 등 네트워크 서비스 구축/운영 경험자
• IT(서버/네트워크/방화벽 등) H/W, S/W 구축/운영 경험자
• Java, JavaScript 등 소스 개발/운영 경험자",• On-Premise 기반 서비스 구축/운영 업무 경험자
1,서버/백엔드 개발자,"['Git', 'Golang', 'TypeScript', 'Linux', 'Blockchain', 'macOS', 'MSSQL', 'OpenAPI']",• 블록체인 전송 시스템 - BackEnd 서버 프로그램 개발 및 전자 서명 업무,"• 2년 이상 ~ 10년 이하의 경력이 있으신 분
• 2년 이상 웹서버 개발 경력이 있으신 분
• 외부 API를 적용해서 프로그래밍 하는 데 능숙하신 분
• Linux, MacOS 환경에서 개발 경험이 있으신 분
• git, svn등에 익숙하신 분
• 토큰 / 코인 전송 업무에 적극적으로 참여하실 수 있는 분","• 블록체인에 대한 이해도가 있으신 분
• 메타마스크, Web3를 이용한 개발 경험이 있으신 분
• MS-SQL 사용한 개발 경험이 있으신 분
• 타부서 / 팀원 간 원활한 소통이 가능하신 분
• Golang, TypeScript 개발 경험이 있으신 분"
12,개발 PM,"['MSA', 'MQTT', 'Spring Boot', 'ROS', 'Java', 'Kubernetes', 'Vue.js', 'Python']","[ 로봇 관제 시스템 설계 ]
• 로봇 관제 시스템 서버 및 시스템 아키텍쳐 설계
• 로봇 관제 시스템 DB 설계
• 관제 시스템 interface 설계
• 로봇 및 외부 시스템 연동 interface 분석 및 설계

[ 개발 리딩 ]
• 팀 내 개발자들의 업무를 lead / help / check하여 기간 내 업무가 수행될 수 있도록 관리","• 서버 및 시스템 아키텍처 설계 경험
• MSA, Kubernetes, Cloud, On-Premise 구축 경험
• Multi Platform, Device, Language 경험
• Backend, Frontend 기술을 잘 알고 개발 방향 Lead 경험
• B2B (대고객) SI 프로젝트 수행 경험자
• 분석/설계 수행 및 사업관리/품질관리 사업수행 경험자
• 웹 개발 기술 보유자 (프레임워크, JAVA, 오픈소스, Vue.js)
• 웹, 모바일 기반 솔루션 개발 경험자
• 유연한 커뮤니케이션과 문제 해결 역량","• 스마트 팩토리, 스마트 시티, 제조/물류, 자율주행 로봇 서비스/기술 이해
• 산업용 기기, IoT 기술 이해
• GIT, CI/CD 관리 경험
• 스마트팩토리, 스마트시티, 제조/물류, 공공사업 등 다양한 산업군에서 SI 프로젝트 PM, PL 경험
• 다양한 산업군에서 관제(모니터링/제어) 서비스/솔루션 개발 경험을 갖고 계신 분
• 로봇 서비스 프로젝트 수행 경험이 있으신 분
• 빅데이터, AI 등 신기술에 대한 지식과 프로젝트 경험을 보유하신 분
• 다양한 산업군에서 Back Office 개발 경험을 갖고 계신 분
• 컴퓨터공학, 전기전자공학, 산업공학, 로봇공학 등 관련 전공자 우대"
11,QA 엔지니어,['QA'],"• 알스퀘어의 모든 제품에 대한 QA (Web/App)
• 서비스 품질관리 프로세스 수립 및 운영 
• 기획서 리뷰 및 분석
• 통합 테스트 / 단위 테스트 TC 작성 및 수행
• 결함 관리 및 리뷰","• S/W QA 경력 5년 이상 (Web / App)
• 문서기반 TestCase 설계 및 작성 경험이 있는 분
• 원활한 커뮤니케이션 능력을 가지신 분","• 수평적 업무 문화에서 팀웍 경험
• ISTQB 또는 CSTS FL 이상의 관련 자격증이 있으신 분
• SW 개발 경력 or 지식 보유하신 분"
9,devops/시스템 엔지니어,"['Jenkins', 'gRPC', 'REST API', 'C++', 'Argo', 'Kubernetes', 'GitLab', 'Python', 'Docker', 'C', 'Go']","• 클라우드 기반 인프라의 설계, 구축, 운영 및 유지 보수를 담당
• 개발부터 배포까지의 과정을 자동화하는 CI/CD를 구축하고 관리
• 반복적인 작업의 자동화를 통한 작업 효율 향상
• 다양한 툴을 활용한 시스템 성능 모니터링
• 서버 로드 테스트를 지원하고 성능 이슈에 대한 후속 조치
• 네트워크 보안등 다양한 시스템 보안 이슈 관리
• 개발팀, 운영팀등 다양한 이해 관계자들과의 효과적인 커뮤니케이션
• 라이브 환경에서 발생하는 문제들을 분석하고 대응
• 시스템 구성과 운영, 유지보수 절차에 대한 문서화","• 관련 분야 경력 5년 이상
• 클라우드 서비스를 활용한 인프라 구축, 배포, 모니터링의 경험
• 클라우드 환경에서의 네트워크 구성과 보안에 대한 경험
• Kubernetes나 Docker와 같은 컨테이너 환경에서의 개발 경험
• 프로그래밍 언어를 활용한 자동화 경험
• 마이크로서비스 아키텍처를 사용한 서버 개발 경험

[제출 서류]
• 국문 이력서 및 경력기술서","• ArgoCD, Gitlab, Jenkins등을 활용한 CI/CD 개발 경험
• 많은 트래픽을 처리하는 웹서비스 또는 분산 서버를 개발한 경험이 있으신 분
• 라이브 환경을 파악하기 위하여 다양한 수집 및 모니터링 툴을 구현하거나 이용해 보신 분
• 대용량의 데이터를 처리해 본 경험이 있으신 분
• 컴퓨터공학 전공자.
• RESTful API와 gRPC가 친숙한 분
• 다양한 프로그래밍 언어 개발 경험이 있으신 분 (C, C++, Python, Go, Typescript)
• 온라인/모바일 게임 서비스 런칭 및 라이브 운영 경험이 있으신 분
• 원활한 커뮤니케이션과 효과적인 문제해결 능력을 갖추신 분"
15,SW/솔루션,"['Git', 'OpenCV', 'C++', 'Visual Studio', 'C#', 'Mfc']","• 비전 검사 장비 S/W 개발
• 영상처리 알고리즘 개발","• Visual C++ C# 경력자
• 영상처리 프로그램 개발 경력자","• Camera Library 및 Viewer 개발 경력자
• Vision (OpenCV) 영상 처리 경력자
• Image Processing 알고리즘 개발 경력자
• GIT 사용 경력자"
11,QA 엔지니어,"['Jenkins', 'QA']","【페이타랩 프로덕트팀】      

프로덕트팀은 패스오더 유저와 점주님을 연결하며 고객지향적인 프로덕트를 만드는 팀이에요. 프로덕트의 성장을 위해 각 팀에서 실현하고자 하는 수많은 아이디어와 프로젝트를 유기적인 의사소통을 통해 흡수하고 구현해내고, 이를 위해 불필요하고 복잡한 업무 프로세스를 지양하며 실행 중심의 효율적인 업무 문화를 갖고 있어요.

“개발의 마지막 관문”이라는 마음가짐으로 안정적이면서도 혁신을 일으킬 수 있는 프로덕트를 개발하기 위해 수단과 방법을 가리지 않고 학습하고 실행하는 팀이에요. 엔지니어, 프로덕트 오너, 프로덕트 디자이너, 데브옵스 등 프로덕트를 실현하는 과정 자체에서 즐거움을 느끼는 사람들이 모여있으며 그 이상으로 비즈니스 임팩트가 가장 중요하다는 점에 공감하는 사람들이 모여있어요.

▶ 페이타랩 현직자의 이야기를 생생하게 들어보세요! → https://youtu.be/NiYVhWFS7Hg

【오시면 이런 업무를 하게 되실 거예요!】

• 페이타랩 프로덕트(모바일 앱/웹)에 대한 전반적인 품질을 관리하고 개선해요.
• QA 프로세스를 설계하고 실행해요.
• 지속적으로 QA 프로세스 점검하고 요구사항에 따른 서비스의 품질 이슈 및 개선사항을 도출해요.
• 기획을 분석한 후 Test Case를 설계, 유지보수, 운영해요.","【이런 분을 찾고 있어요!】  

• 모바일 앱/웹 서비스 품질 활동 경력이 1년 이상이신 분
• QA 프로세스(워크플로우)를 구축해 본 경험이 있는 분
• 테스트 설계와 Test Case를 직접 관리한 경험이 있는 분
• 개발, 기획, 디자인에 대한 리뷰 및 피드백 등 유연한 커뮤니케이션 역량을 보유하신 분
• 소프트웨어 품질 보장에 대한 책임감을 갖고 계신 분","【이런 분이면 더 좋아요!】

• ISTQB 또는 CSTS 자격증을 도전(또는 취득)할 정도로 새로운 기술에 대한 관심과 열정이 있으신 분
• QA 업무 효율화를 위한 프로세스 개선 경험이 있으신 분
• 애자일(Agile) 개발문화에 대한 경험과 이해가 있으신 분
• CI/CD에 대한 이해와 경험이 있으신 분. (Jenkins 등)
• O2O 및 플랫폼 서비스 QA 경험이 있으신 분
• 자동화 툴 경험이 있고 자동화 테스트 구축을 설계, 운영 및 관리해보신 분"
8,인공지능/머신러닝,"['AI/인공지능', 'C++', 'SW', 'TensorFlow', 'Python', 'PyTorch', 'C']","[직무소개]
딥엑스의 SW 그룹은 딥엑스가 세계 최고 수준의 원천 기술 확보를 지향하며 개발한 인공지능 프로세서 원천 기술을 다양한 인공지능 기반 응용 제품을 개발하는 고객들이 편리하게 사용하는 것을 가능하게 해주는 각종 SW 기술을 개발하는 매우 중요한 역할을 담당하고 있습니다. 딥엑스 SW 그룹은 SDK (DXNN)은 펌웨어 및 드라이버에서 컴파일러(DX COM), 런타임 소프트웨어(DX RT), DNN 모델 학습 프레임워크를 위한 코드 설계에 이르기까지 딥엑스 NPU를 고객의 제품에 구동하기 위한 Full Stack을 개발합니다.
딥엑스의 런타임 (DX RT) SW는 NPU 기반의 실시간 추론 엔진입니다. 

딥엑스의 런타임 SW 팀은 크게
(1) NPU가 주어진 AI 연산 처리 작업을 수행하도록 제어하는 드라이버
(2) 전체 AI 연산 처리 TASK에서 NPU 연산 외의 전/후처리 코드
(3) CPU/NPU간 연산 지연율을 최소화하는 스케쥴링 코드
(4) 직접적인 AI 연산 처리 외의 응용 제품이 수행하는 데 편리한 API와 AI 응용 라이브러리 등의 SW 코드를 개발합니다. 

이러한 런타임 SW는 딥엑스가 개발하는 최종 상용 제품에서 유저가 자신의 응용 제품을 개발하는 데 가장 밀접한 도구가 되는 기술이라는 점에서 중요한 가치를 가집니다. 다양한 AI 알고리즘이 고성능/저전력의 혁신적인 플랫폼상에서 실현되는 기술을 구현하는데 가치를 느끼고 열정이 있는 분들은 딥엑스라는 가치 있는 도전의 경험에 초대하고 싶습니다. 

[담당업무]
• 딥엑스 NPU 설계에 최적화된 실시간 추론 엔진 설계/구현
• 시스템/CPU 설계에 최적화된 DNN모델 전/후처리 프레임워크 설계/구현
• NPU/CPU 인터페이스 설계/구현, 성능 최적화
• NPU 기반 AI 응용 소프트웨어 개발
• 시스템 레벨 NPU 검증 소프트웨어 설계/구현, 자동화 테스트 연동
• 내부 팀(전체 SW/HW 팀)과 협력","• 정확한 의사 소통을 통한 근거 기반 협력과 업무 추진이 가능한 합리적인 직무 능력
• SW 프레임워크 설계 및 구현이 가능한 분 (분야 무관)
• 응용SW 설계 및 구현이 가능한 분 (분야 무관)
• C / C++ / Python 언어 코딩의 풍부한 경험
• SW 아키텍처 설계와 성능 최적화를 즐기시는 분
• 집단 개발을 위한 동료와의 효율적 커뮤니케이션과 협업에 대한 가치를 이해하고 어려움이 없으신 분","• ARM/RISC V 아키텍쳐 기반 SIMD 활용 경험이 있는 분
• 멀티 스레드 기반 응용 소프트웨어 구현 경험이 있는 분
• NPU / TPU / GPU 등 HW Accelerator 제어 및 최적화 경험이 있는 분
• Tensorflow / Pytorch / ONNX runtime 등 AI framework / Middleware 이해 및 응용 개발 경험이 있는 분"
9,devops/시스템 엔지니어,"['OpenStack', 'Kubernetes']","• Project 기반 Cloud Infra (OpenStack, Kubernetes) 구축 및 운영 
• 서버, 스토리지, 방화벽, 네트워크, 클라우드 데이터 센터의 전반적인 구축 및 운영 업무 ","• 클라우드 인프라 아키텍처 설계, 구축 이행 3년차 이상 경험자
• HW, SW 아키텍처 설계/구축/운영 경험자
• 새로운 기술을 습득하고 학습하고 싶은 패기넘치는 분 ","• 클라우드 엔지니어링 활동을 경험해보신 분 
• 새로운 기술을 학습하고 적극적으로 공유하시는 분 

"
1,서버/백엔드 개발자,"['kubernetes', 'C++', 'golang', 'docker', 'C', 'Network']","• 5G Network Function 개발
• IoT 플랫폼 서비스 백엔드 개발","[공통 자격요건]
• 학력 : 대졸 이상 (2,3년)
• 성별/나이 : 무관

[지원 자격요건]
• 경력 4년 이상 
• 서버 개발  경력을 보유하신 분
• GoLang 중급 이상이신 분
• DB query 작성 경력을 보유 하신 분
• Git 사용 경험이 있으신 분
• 원활한 커뮤니케이션 능력 보유하신 분","• C++ 언어 개발 경험이 있으신 분
• Cloud(AWS, GCP등) 개발 경험이 있으신 분
• 서버 운영 경험이 있으신 분
• LTE/5G 개발 경험이 있으신 분
• docker 운영 경험이 있으신 분
• DB schema 설계 경험이 있으신 분"
16,IOS 개발자,"['Android OS', 'iOS', 'Unity', 'Blockchain', 'Unreal Engine', 'Android SDK']","• 위믹스 온보딩 SDK 개발
• SDK 사용 가이드 제공
• 성능 최적화 및 버그 수정
• 서드 파티 기능의 연동 및 관리
• 지속적인 보안 이슈 대응 및 개선","• 경력 4년 이상 ~ 10년 이하 아래 플랫폼 중 한 가지 이상 개발 및 유지보수 경험이 있으신 분
　- 윈도우 환경의 Unreal Engine, Unity Engine SDK 개발 경험
　- 모바일 환경(iOS, Android) Unreal Engine, Unity Engine SDK/Plugin 개발 경험
　- Android, iOS SDK/라이브러리 개발 경험
• 블록체인에 대한 이해가 있으신 분","• 윈도우 환경의 SDK를 개발 가능하신 분
• 웹뷰 이벤트 핸들링에 대한 이해가 있으신 분
• 기술된 경험과 함께 스스로 끊임 없이 역량을 키우고 주도성을 가지고 시스템을 개선하고자 하는 의지가 강하신 분"
9,devops/시스템 엔지니어,"['Windows Server', 'Amazon EC2', 'XenServer', 'Linux', 'SW', 'CentOS', 'vmware', 'Windows']","다양한 R&D분야의 HPC 고성능 컴퓨팅 플랫폼 구축 업무
HPC 상에서 구동되는 응용 개발 환경을 구성하고 서비스 환경으로 전환하는 고급 엔지니어 업무 

• Linux-HPC 클러스터 시스템 설치 및 운영
• 연구개발 분야 응용 개발 환경 설치 및 운영
• VMWare/XenServer 가상화 솔루션 기반 대규모 VDI 인프라/플랫폼 구성 사업 기술 지원
• 대기업/대규모 가상화 시스템 아키텍처 설계/제안/프로젝트관리
• AWS EC2, Naver Cloud Platform 등 클라우드 인프라 및 플랫폼 구성 사업 지원","〓 이런 분을 찾고 있어요! 〓
• 학력 제한 없음
• 경력 0 ~ 10년
• 운전 가능자
• Linux(Centos, Rocky, RHEL) 서버 설치 및 기본 이용이 가능하신 분
• Windows 서버 설치 및 기본 이용이 가능하신 분
• AWS EC2 클라우드 기본 이용이 가능하신 분 
• 시스템 엔지니어로서 전문 경력을 쌓아가고 싶으신 분","〓 이런 분이라면 더욱 좋아요! 〓
• Linux, Windows Server 운영체제 운영에 자신 있으신 분
• 서버 인프라 (H/W, 스토리지, 네트워크) 구축 업무 경험자
• HPC(고성능 컴퓨팅) 구축 및 운영 경험자  
• R&D(연구)용 응용 SW 이용 환경 구축 경험자
• Open Source 활용 및 기술 연구에 관심 있으신 분 
• 가상화(VMWare ESXi+Horizon, XenServer) 구축 및 운영 경험자
• AWS EC2 인프라 자원을 통해 실제 플랫폼 구성 및 운영 경험자"
1,서버/백엔드 개발자,"['JavaScript', 'MySQL', 'Node.js', 'ExpressJS', 'AWS', 'NestJS', 'PostgreSQL', 'MariaDB']","• Node.js를 사용한 서버 사이드 애플리케이션 개발 및 유지보수
• Express.js 또는 Nest.js 프레임워크를 활용한 API 설계 및 구현
• 데이터베이스 설계 및 연동
• 서버 성능 최적화 및 스케일링
• 클라이언트 개발팀과의 협업을 통한 API 통합 테스트 및 배포
• 서버 보안 및 데이터 보호를 위한 최적의 솔루션 연구 및 적용
• AWS EC2를 활용한 서버 인스턴스 관리 및 운영
• AWS RDS 활용한 데이터베이스 관리 및 운영
• AWS CloudFront 및 Route 53을 활용한 콘텐츠 배포 및 도메인 관리
• AWS Lambda 및 API Gateway를 활용한 서버리스 아키텍처 구축 및 관리","• JavaScript 및 Node.js에 대한 깊은 이해
• Express.js 또는 Nest.js를 활용한 백엔드 개발 경험
• RESTful API 설계 및 구현 경험
• 데이터베이스 스키마 설계 및 최적화 경험
• 서버 성능 최적화 및 스케일링에 대한 경험
• 클라우드 서비스(AWS, Azure, GCP 등) 활용 경험
• Git을 활용한 협업 경험
• 팀원과의 원활한 커뮤니케이션 능력
• 새로운 기술에 대한 호기심 및 끊임없는 학습 의지","• 웹 서비스 개발 및 운영 경험 5년 이상
• 글로벌 온라인 서비스 개발 및 운영
• 공학계열, 컴퓨터/시스템공학전공"
1,서버/백엔드 개발자,"['MSA', 'MySQL', 'Kafka', 'NoSql', 'Hibernate', 'Java', 'Spring Data JPA', 'AWS', 'Spring', 'QueryDSL', 'EDA']","• B2B SaaS 서비스 설계, 개발
• 클라우드 인프라 및 DB 관리
• 효율적이고 안정적인 서비스 운영을 위한 인프라 구조 및 성능 개선
• 서버 성능 개선(코드 리팩토링, 아키텍쳐 개선 등)","• 학력 : 무관
• 경력 : 백엔드 개발 1년 이상의 경력자
• 파주 근무 가능하신 분
• 자료구조, 알고리즘, 네트워크, 보안 등 기본적인 컴퓨터 공학 지식을 보유하신 분
• Java 및 Spring 프레임워크를 이용한 Web Application 개발 경험하신 분
• JPA, Hibernate 등 ORM 사용과 도메인 모델링 경험이 있으신 분
• RESTful API에 대한 충분한 이해와 개발 경험이 있으신 분
• RDBMS에 대한 충분한 이해와 설계 경험이 있으신 분
• 클라우드 환경에서 다양한 서비스 경험이 있으신 분
• Git을 이용한 버전관리에 대한 이해가 있으신 분","• 서버 인프라 설계 및 셋팅 경험이 있으신 분
• 웹 서비스의 설계/개발/성능 최적화를 경험해보신 분
• 빌드, 테스트, 배포 자동화(CI/CD) 경험이 있으신 분
• 도메인 주도 설계(DDD) 개발 경험이 있으신 분
• 마이크로서비스(MSA) 경험이 있으신 분"
6,게임 서버 개발자,"['unity', 'c#', 'git', 'c++']","• 신규 프로젝트 개발 UI part (2D, Ui toolkit 개발)
• 기존 프로젝트 유지보수","• Unity UI 개발 가능하신 분 (2D UI , UI toolkit)
• C# script 개발 가능하신 분
• Git 등 형상관리툴에 익숙하신 분
• 네트워크 관련 개발 경험이 있으신 분","• 모션 인식 기반 지식이 있는 분 (Kinet)
• Unity Photon 개발 경험이 있으신 분
• 웹 서비스 관련 이해도가 있으신 분
• Source control / issue tracking / bug tracking 경험이 있으신 분"
16,IOS 개발자,"['Git', 'iOS', 'Swift', 'Objective-C', 'Zeplin', 'Xcode']","【페이타랩 프로덕트팀】

프로덕트팀은 패스오더 유저와 점주님을 연결하며 고객지향적인 프로덕트를 만드는 팀이에요. 프로덕트의 성장을 위해 각 팀에서 실현하고자 하는 수많은 아이디어와 프로젝트를 유기적인 의사소통을 통해 흡수하고 구현해내고, 이를 위해 불필요하고 복잡한 업무 프로세스를 지양하며 실행 중심의 효율적인 업무 문화를 갖고 있어요.

“개발의 마지막 관문”이라는 마음가짐으로 안정적이면서도 혁신을 일으킬 수 있는 프로덕트를 개발하기 위해 수단과 방법을 가리지 않고 학습하고 실행하는 팀이에요. 엔지니어, 프로덕트 오너, 프로덕트 디자이너, 데브옵스 등 프로덕트를 실현하는 과정 자체에서 즐거움을 느끼는 사람들이 모여있으며 그 이상으로 비즈니스 임팩트가 가장 중요하다는 점에 공감하는 사람들이 모여있어요.

▶ 페이타랩 현직자의 이야기를 생생하게 들어보세요! → https://youtu.be/xjh6xb0g2iM

【오시면 이런 업무를 하게 되실 거예요!】

• 패스오더 사용자가 쉽고 편하게, 그리고 안전하게 서비스를 이용할 수 있는 iOS 앱을 개발하고 운영해요.
• Swift를 주 언어로 iOS 어플리케이션을 개발, 운영, 최적화 작업을 하게 돼요.
• AOS/웹 개발자와의 협업을 통한 모바일 서비스를 개선해요.
• 더 나은 서비스를 위한 새로운 기술 도입, 구조 개선, 성능 최적화 등의 다양한 시도를 해요.


【개발환경】

• 사용언어: Swift, Objective-C
• 개발환경 및 도구: Xcode, Git","【병역특례자 (산업기능요원) 지원】

• 병역특례 지원 시 원활한 진행을 위해 병역유형을 기재해주세요.
• 현역신규/현역전직/보충역신규/보충역전직 등
• 현재 패스오더는 현역전직/보충역 신규/보충역 전직이 가능합니다.

【이런 분을 찾고 있어요!】

• Swift, Zeplin, 형상관리도구, 비즈니스 로직 및 UI 테스트, 시나리오 테스트 경험이 있는 분
• 모바일 앱 UX에 대한 이해도 및 iOS 휴먼 인터페이스에 대한 이해도가 높은 분
• 사용자 경험을 개선하는데 필요한 퍼포먼스 개선 및 네트워킹 구현 경험이 있는 분
• Swift 언어에 익숙하고 iOS 주요 컴퍼넌트에 대한 경험과 이해도가 충분하신 분","【이런 분이면 더 좋아요!】

• Swift, Objective-C에 대한 지식이 풍부하고 관련 경험이 많으신 분
• 효율적인 협업을 위한 iOS 프로젝트의 기반 작업 경험이 있으신 분
• MVVM 디자인 패턴 적용에 대한 경험이 있는 분
• 동료와 다양한 학습 내용을 공유하고 서로 도움을 주고 받으며 함께 기술적으로 성장하고자 하는 마인드를 가진 분
• 요구사항 분석 및 다른 개발자와 협업을 위한 원활한 커뮤니케이션 능력을 가지신 분"
2,프론트엔드 개발자,"['Git', 'TypeScript', 'React', 'Next.js', 'GitHub']","• 온라인 코딩교육 서비스 프론트엔드 개발
• 프로그래머 커뮤니티 프로젝트 프론트엔드 개발","• 4년 이상 10년 이하 개발 경력
• TypeScript 사용 가능하신 분
• React / Next.js 사용 가능하신 분
• 학력 및 성별 무관","• Next.js 경험
• 서비스 구축 및 운영 경험
• 영어 문서를 보거나 영어 동영상 자료를 듣는데 부담이 없는 분
• 어드민 시스템 개발 참여 경험이 있으신 분
• 커뮤니케이션이 원활하고 소스 리뷰에 적극적이신 분
• Git,Github 협업툴을 사용한 경험이 있으신 분"
16,IOS 개발자,"['Git', 'iOS', 'Swift', 'Objective-C', 'Zeplin', 'Xcode']","【페이타랩 프로덕트팀】  
  
프로덕트팀은 패스오더 유저와 점주님을 연결하며 고객지향적인 프로덕트를 만드는 팀이에요. 프로덕트의 성장을 위해 각 팀에서 실현하고자 하는 수많은 아이디어와 프로젝트를 유기적인 의사소통을 통해 흡수하고 구현해내고, 이를 위해 불필요하고 복잡한 업무 프로세스를 지양하며 실행 중심의 효율적인 업무 문화를 갖고 있어요.

“개발의 마지막 관문”이라는 마음가짐으로 안정적이면서도 혁신을 일으킬 수 있는 프로덕트를 개발하기 위해 수단과 방법을 가리지 않고 학습하고 실행하는 팀이에요. 엔지니어, 프로덕트 오너, 프로덕트 디자이너, 데브옵스 등 프로덕트를 실현하는 과정 자체에서 즐거움을 느끼는 사람들이 모여있으며 그 이상으로 비즈니스 임팩트가 가장 중요하다는 점에 공감하는 사람들이 모여있어요.

▶ 페이타랩 현직자의 이야기를 생생하게 들어보세요! → https://youtu.be/xjh6xb0g2iM

【오시면 이런 업무를 하게 되실 거예요!】

• 패스오더 사용자가 쉽고 편하게, 그리고 안전하게 서비스를 이용할 수 있는 iOS 앱을 개발하고 운영해요.
• Swift를 주 언어로 iOS 어플리케이션을 개발, 운영, 최적화 작업을 하게 돼요.
• AOS/웹 개발자와의 협업을 통한 모바일 서비스를 개선해요.
• 더 나은 서비스를 위한 새로운 기술 도입, 구조 개선, 성능 최적화 등의 다양한 시도를 해요.


【개발환경】

• 사용언어: Swift, Objective-C 
• 개발환경 및 도구: Xcode, Git","【이런 분을 찾고 있어요!】

• Swift, Zeplin, 형상관리도구, 비즈니스 로직 및 UI 테스트, 시나리오 테스트 경험이 있는 분
• 모바일 앱 UX에 대한 이해도 및 iOS 휴먼 인터페이스에 대한 이해도가 높은 분
• 사용자 경험을 개선하는데 필요한 퍼포먼스 개선 및 네트워킹 구현 경험이 있는 분
• Swift 언어에 익숙하고 iOS 주요 컴퍼넌트에 대한 경험과 이해도가 충분하신 분","【이런 분이면 더 좋아요!】
 
• Swift, Objective-C에 대한 지식이 풍부하고 관련 경험이 많으신 분
• 효율적인 협업을 위한 iOS 프로젝트의 기반 작업 경험이 있으신 분
• MVVM 디자인 패턴 적용에 대한 경험이 있는 분
• 동료와 다양한 학습 내용을 공유하고 서로 도움을 주고 받으며 함께 기술적으로 성장하고자 하는 마인드를 가진 분
• 요구사항 분석 및 다른 개발자와 협업을 위한 원활한 커뮤니케이션 능력을 가지신 분"
15,SW/솔루션,"['ERP', 'SW', 'Java', 'Spring', 'PowerBI', 'C#']","• 통합정보시스템 운영 및 개선을 통한 업무경쟁력 확보
• 업무개선 활동 및 정보화 사업 기획관리
• 신규 솔루션 도입 검토 
• 업무 프로세스 개선
• ERP 원가/생산 모듈 관리
• Power BI 등 솔루션 개발
• 프로젝트 PM","• 4년제 대학교 졸업자
• IT관련 학과 전공자 (컴퓨터공학, 정보통신, 소프트웨어)
• 경력 10년 이상 (과장/차장급 채용)
• Database Handling 유경험자
• C# 또는 웹(Java, Spring 등) 관련 프로그래밍 경험자
• 정보처리기사 등 IT관련 자격 소지자 
• 기업 IT시스템 및 업무에 대한 이해도 보유자
• IT과제 추진경험 보유자","• 통합정보시스템 운영 및 개선 경험자
• 제조업 IT 시스템 및 업무에 대한 이해도 보유자"
